Codigo;Nombre;Referencia;Categoria;Descripcion;Partida arancelaria;Marca;Modelo;Nombre impuesto;Porcentaje impuesto;Tipo impuesto;Cuenta de ingresos;Cuenta de inventario;Cuenta de costo de venta;Unidad de medida;Codigo del producto o servicio;Venta en negativo;Precio: General;Costo unitario;Cantidad inicial en bodega: Principal;Cantidad minima en bodega: Principal;Cantidad maxima en bodega: Principal;Codigo de barras;FAMILIA;GARANTIA;GAMA;FECHA DE INGRESO (dd/mm/yyyy);PROVEEDOR;NUEVO;Mostrar item en tienda;Archivo_Origen;cantidad_actual
92;CABLE USB MACHO MACHO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;6000,000000;4000,000000;5.0;0.0;0.0;11510;CABLES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
93;ANTENA USB WIFI 2.0;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;16800,000000;9.0;0.0;0.0;10637;REDES;30 DIAS;BAJA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
94;ADAPTADOR WIFI 600MB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;29900,000000;4.0;0.0;0.0;11192;REDES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
95;CABLE AUDIO CANON MACHO HEMBRA MX300L1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;11000,000000;1.0;0.0;0.0;21007;CABLE AUDIO;30 DIAS;MEDIA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
96;ARO DE LUZ RECARGABLE XT18;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;37000,000000;1.0;0.0;0.0;6290132571019;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;ROSBEIRO;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
97;CABLE MAXLIM CANON A PLUG 3 MTS MX350L3;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;25000,000000;1.0;0.0;0.0;21005;CABLE AUDIO;30 DIAS;MEDIA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
98;VENTILADOR DE MESA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;20500,000000;1.0;0.0;0.0;7708977157057;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
99;COMBO GAMER RETROILUMINADO SEISA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;33000,000000;5.0;0.0;0.0;6290132564073;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
100;COMBO MOUSE TECLADO INALAMBRICO WK1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;68000,000000;47000,000000;2.0;0.0;0.0;6958955884609;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
101;CABLE MAXLIM CANON A PLUG 6 MTS MX350L6;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;35000,000000;1.0;0.0;0.0;21006;CABLE AUDIO;30 DIAS;ALTA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
102;CABLE DE RED 20 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;18000,000000;3.0;0.0;0.0;6925032022230;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
103;COMBO TECLADO/MOUSE MK120 LOGITECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;79000,000000;55000,000000;4.0;0.0;0.0;097855088802;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
104;COMBO USB TECLADO Y MOUSE KM-160;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;42000,000000;2.0;0.0;0.0;4710268256175;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
105;TECLADO MULTIMEDIA JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;19900,000000;4.0;0.0;0.0;11025;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
106;TECLADO ZK200;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;19500,000000;4.0;0.0;0.0;6972579750706;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
107;TECLADO GAMER M500-S;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;30000,000000;2.0;0.0;0.0;6956822451510;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
108;TECLADO GAMER GT400T RGB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;80000,000000;5900,000000;2.0;0.0;0.0;7709840236299;SIN FAMILIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
109;CABLE DE RED 15 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;11000,000000;4.0;0.0;0.0;10773;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
110;COMBO MOUSE TECLADO PREMIUM JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;120000,000000;79900,000000;4.0;0.0;0.0;11065;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
111;CABLE DE RED 50 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;23000,000000;2.0;0.0;0.0;1501;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
112;COMBO TECLADO Y MOUSE ECO KM5;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;25000,000000;2.0;0.0;0.0;1180100;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
113;CABLE VGA 10 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;3.0;0.0;0.0;7454215138318;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
114;TECLADO USB GENIUS 126;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;35000,000000;0.0;0.0;0.0;091163257943;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
115;TECLADO BLUETOOTH WTI-85;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;35000,000000;1.0;0.0;0.0;2401;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
116;TECLADO MECANICO M600;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;198000,000000;150000,000000;1.0;0.0;0.0;6972543651350;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
117;CABLE VGA 10 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;3.0;0.0;0.0;6290132558010;CABLES;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
118;TECLADO GAMER KB252;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;90000,000000;68900,000000;1.0;0.0;0.0;6939119040420;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
119;TECLADO MECANICO M500;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;165000,000000;115000,000000;1.0;0.0;0.0;6972543651343;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
120;CABLE VGA 20 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;38000,000000;2.0;0.0;0.0;2204;CABLES;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
121;CABLE HDMI 20 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;70000,000000;45000,000000;1.0;0.0;0.0;4555654575672;CABLES;30 DIAS;MEDIA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
122;COMBO INALAMBRICO HP 230;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;100000,000000;70000,000000;1.0;0.0;0.0;BMPCB0AV1FLHPL;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
123;TECLADO GAMER TGMJR008;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;65000,000000;1.0;0.0;0.0;5738059720086;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
124;TECLADO FLEXIBLE PARA PC;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;22150,000000;11.0;0.0;0.0;7708770446600;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
125;CABLE HDMI A VGA 1.5 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;23000,000000;13000,000000;2.0;0.0;0.0;2205;CABLES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
126;CABLE VGA 15 MTS WD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;1.0;0.0;0.0;2206;CABLES;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
127;COMBO MOUSE + TAPETE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;68000,000000;1.0;0.0;0.0;2302;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
128;CABLE HDMI 30 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;130000,000000;80000,000000;1.0;0.0;0.0;6967120556340;CABLES;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
129;COMBO MOUSE + TAPETE X6;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;68000,000000;1.0;0.0;0.0;6971071745784;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
130;CABLE 2X1 10 MTS WD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;2.0;0.0;0.0;2114;CABLE AUDIO;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
131;ARO DE LUZ 4 EN 1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;28000,000000;2.0;0.0;0.0;6290132569535;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
132;CABLE 2X2 10 MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;9900,000000;2.0;0.0;0.0;10994;CABLE AUDIO;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
133;CABLE 1X1 RETRACTIL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;18000,000000;9000,000000;3.0;0.0;0.0;784644745069;CABLE AUDIO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
134;CONVERTIDOR VGA A HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;3.0;0.0;0.0;10760;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
135;CONVERTIDOR HDMI A RCA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;28000,000000;2.0;0.0;0.0;10435;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
136;COMBO ARO DE LUZ M16;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;50000,000000;2.0;0.0;0.0;80025;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
137;CONVERTIDOR HDMI A DVI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;2.0;0.0;0.0;2500;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
138;BASE PARA MICROFONO NB35;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;24000,000000;1.0;0.0;0.0;6290132562406;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
139;CONVERTIDOR USB PARA IPHONE 4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;8000,000000;4000,000000;1.0;0.0;0.0;2501;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
140;CONVERTIDOR HDMI A DVI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;4900,000000;3.0;0.0;0.0;10559;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
141;TIMON 2 EN 1 PARA PS3 TSP-003;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;90000,000000;68000,000000;1.0;0.0;0.0;7454554244558;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
142;CONVERTIDOR VGA TO HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;28000,000000;1.0;0.0;0.0;8178102051380;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
143;ADAPTADOR DE CORRIENTE UNIVERSAL PARA PORTATIL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;78000,000000;50000,000000;2.0;0.0;0.0;5738075450059;ENERGIA;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
144;LAMPARA ASTRONAUTA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;2.0;0.0;0.0;2303;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
145;CONVERTIDOR DE DP TO HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;10900,000000;2.0;0.0;0.0;10571;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
146;HOLDER SG604;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;25000,000000;1.0;0.0;0.0;7707478109008;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
147;HOLDER PARA BICICLETA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;22000,000000;14000,000000;1.0;0.0;0.0;6916954873017;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
148;CONVERTIDOR TIPO C A HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;29900,000000;1.0;0.0;0.0;10576;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
149;CONVERTIDOR DE DP TO HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;9900,000000;20000,000000;2.0;0.0;0.0;7702010020261;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
150;HOLER PARA CARRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;12000,000000;1.0;0.0;0.0;202270;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
151;LAZO CONTADOR JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;4900,000000;3.0;0.0;0.0;2514619;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
152;CONVERTIDOR DE V8 A HDMI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;28000,000000;1.0;0.0;0.0;2502;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
153;MICROFONO PRO 3.5MM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;40000,000000;1.0;0.0;0.0;30439;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
154;BOMBILLO BLUETOOTH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;30000,000000;1.0;0.0;0.0;840696103384;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
155;CONTROL GAMER PS4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;130000,000000;90000,000000;1.0;0.0;0.0;6954026590745;GAMING;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
156;CONVERTIDOR DE USB A PARALELO IMPRESORA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;20000,000000;1.0;0.0;0.0;2503;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
157;CONTROL INALAMBRICO PS2-PS3-PC;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;90000,000000;65000,000000;1.0;0.0;0.0;6950676241075;GAMING;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
158;CONVERTIDOR TIPO C A DVI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;43200,000000;1.0;0.0;0.0;6290132562741;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
159;CONVERTIDOR TIPO C A VGA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;28000,000000;1.0;0.0;0.0;7702010020186;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
160;CONVERTIDOR TIPO C A MINI DP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;25900,000000;1.0;0.0;0.0;10847;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
161;CONVERTIDOR DE DP PORT A VGA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;11500,000000;1.0;0.0;0.0;10700;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
162;CONVERTIDOR DE DVI A VGA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;15400,000000;1.0;0.0;0.0;11082;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
163;CONVERTIDOR DE HDMI A VGA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;28000,000000;15000,000000;1.0;0.0;0.0;11770;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
164;CAMARA WEB D2 1080P;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;100000,000000;71000,000000;1.0;0.0;0.0;11069;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
165;CABLE DISCO DURO 3.0;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;19000,000000;8000,000000;3.0;0.0;0.0;10034;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
166;CAMARA WEB D2 720P;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;27900,000000;1.0;0.0;0.0;11050;SIN FAMILIA;30 DIAS;BAJA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
167;CAMARA WEB HD 1080P;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;80000,000000;50000,000000;3.0;0.0;0.0;2601;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;HUMBERTO;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
168;CAMARA WEB ECONOMICA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;44000,000000;1.0;0.0;0.0;10581;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
169;PARLANTE HAVIT SF107BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;110000,000000;81130,000000;3.0;0.0;0.0;6939119030711;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
170;CAMARA WEB 1000x;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;56000,000000;1.0;0.0;0.0;091163258285;SIN FAMILIA;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
171;PARLANTE SPEED SONG SG-896;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;65000,000000;2.0;0.0;0.0;7707478104348;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
172;PARLANTE HAVIT SF101BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;60000,000000;2.0;0.0;0.0;6939119030452;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
173;PARLANTE HAVIT SQ129BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;120000,000000;80000,000000;2.0;0.0;0.0;6939119040932;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
174;CAMARA WEB 321;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;35000,000000;1.0;0.0;0.0;4710268240693;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
175;PARLANTE HAVIT SQ130BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;120000,000000;195000,000000;1.0;0.0;0.0;6939119040963;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
176;TARJETA DE RED INALAMBRICA PCI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;45000,000000;3.0;0.0;0.0;845973050566;REDES;30 DIAS;BAJA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
177;ANTENA OMNI DIRECCIONAL 2408C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;25000,000000;1.0;0.0;0.0;845973052164;REDES;30 DIAS;BAJA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
178;PARLANTE HAVIT SQ127BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;550000,000000;392000,000000;1.0;0.0;0.0;6939119025403;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 1.xlsx;
